name,phone,email,address,city,country,category,rating,reviews,gmb_url,has_website,website_url,lead_type,seo_score,seo_issues
Piper Painters Limited,+64 21 410 766,luke@piperpainters.co.nz,,Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Piper+Painters+Limited/@-36.8328344,174.7265725,10z/data=!3m1!4b1!4m6!3m5!1s0x6d0d37c322e9ccdb:0xf657a885acb14159!8m2!3d-36.8328344!4d174.7265725!16s%2Fg%2F1vcjmfj0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.piperpainters.co.nz/,poor_seo,32,Title too short; No meta description; No H1 heading; No HTTPS (insecure); 13 images missing alt
Paint The Earth,+64 9 447 1128,info@painttheearth.co.nz,"38b William Pickering Drive, Rosedale, Auckland 0632, New Zealand",Auckland,New Zealand,Art studio,4.9,4,"https://www.google.com/maps/place/Paint+The+Earth/@-36.7447799,174.696796,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d39d63dc6f5c3:0x147ac5f35ee29024!8m2!3d-36.7447799!4d174.696796!16s%2Fg%2F1tdk0s3j?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://painttheearth.co.nz/,poor_seo,49,No meta description; Multiple H1s (4); No HTTPS (insecure); 20 images missing alt
Scope Painting Ltd,+64 210 250 0565,dave@scopepainting.co.nz,"2 Margan Avenue, New Lynn, Auckland 0600, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Scope+Painting+Ltd/@-36.9117269,174.676597,17z/data=!3m1!4b1!4m6!3m5!1s0x89ffaaf9531f50b3:0x3f1066f0047500ec!8m2!3d-36.9117269!4d174.676597!16s%2Fg%2F11rdd8njs8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.scopepainting.co.nz/,poor_seo,57,No meta description; No HTTPS (insecure); 7 images missing alt
LFQ New Zealand Limited,+64 22 494 1459,,"1/93 Grey Street, Onehunga, Auckland 1061, New Zealand",Auckland,New Zealand,Painting,5.0,5,"https://www.google.com/maps/place/LFQ+New+Zealand+Limited/@-36.91846,174.7878134,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d4932cf6e9c73:0xfbfbcc50c6396ebb!8m2!3d-36.91846!4d174.7878134!16s%2Fg%2F11lznljp_d?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://lfqnewzealandlimited.co.nz/,poor_seo,50,No meta description; No H1 heading; 6 images missing alt; No schema markup
DH Painting & Decoration,+64 210 258 2720,,"26 Meilland Place, Glen Eden, Auckland 0602, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/DH+Painting+%26+Decoration/@-36.9061345,174.6555031,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d41a243dc76bf:0xe6ecdb9cdf2bc73b!8m2!3d-36.9061345!4d174.6555031!16s%2Fg%2F11mvmw8r11?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
West Lynn Painters & Panelbeaters,+64 9 378 6090,info@westlynn.co.nz,"580 Richmond Road, Grey Lynn, Auckland 1021, New Zealand",Auckland,New Zealand,Auto body shop,4.3,4,"https://www.google.com/maps/place/West+Lynn+Painters+%26+Panelbeaters/@-36.8618944,174.7331916,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d47a0f61b05c7:0x98c95c2f2c1da2c9!8m2!3d-36.8618944!4d174.7331916!16s%2Fg%2F1tmpkpq7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.westlynn.co.nz/,poor_seo,57,No meta description; Multiple H1s (3); No HTTPS (insecure)
Best Painter NZ,+64 21 149 6988,,,Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Best+Painter+NZ/@-36.9480277,174.951831,12z/data=!3m1!4b1!4m6!3m5!1s0x421b7fdfcb05ef27:0xcd063192d8de7d2!8m2!3d-36.9480277!4d174.951831!16s%2Fg%2F11xkghp39l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://sitelift.site/bestpainternz/,poor_seo,47,Title too short; No meta description; Multiple H1s (26); 23 images missing alt; No schema markup
Painting Matters,+64 274 743 147,aidan@paintingmatters.co.nz,"27 Pukehana Avenue, Epsom, Auckland 1023, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Painting+Matters/@-36.9002,174.7688275,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d48be0602846b:0x14ae3fed19c6911a!8m2!3d-36.9002!4d174.7688275!16s%2Fg%2F1tjcpmpg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.paintingmatters.co.nz/,poor_seo,42,No meta description; No H1 heading; No HTTPS (insecure); 5 images missing alt
A & B ADVANCED PAINTING & DECORATING LIMITED,+64 210 864 0140,,,Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/A+%26+B+ADVANCED+PAINTING+%26+DECORATING+LIMITED/@-36.8328344,174.7265725,10z/data=!3m1!4b1!4m6!3m5!1s0x6d0d418d7b85e4ad:0x19a036c514a93ba9!8m2!3d-36.8328344!4d174.7265725!16s%2Fg%2F11fb1_vtxt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.abpainting.co.nz/,poor_seo,38,No meta description; No H1 heading; No HTTPS (insecure); No schema markup; No canonical tag
Fulver Limited,+64 22 126 1711,info@fulver.nz,"7 Kairanga Street, Māngere East, Auckland 2024, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Fulver+Limited/@-36.9736421,174.8292041,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d4f0007ef0051:0xafaab83b656471be!8m2!3d-36.9736421!4d174.8292041!16s%2Fg%2F11vx0dyl8r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://fulver.nz/,poor_seo,47,Title too short; No meta description; Multiple H1s (5); 15 images missing alt; No schema markup
Ayda Painting - House Painters Auckland,+64 21 300 162,,,Auckland,New Zealand,Painting,5.0,5,"https://www.google.com/maps/place/Ayda+Painting+-+House+Painters+Auckland/@-36.5313753,174.9024663,9z/data=!3m1!4b1!4m6!3m5!1s0x6d0d4b0d57a215f1:0xcdae9204498bf1d2!8m2!3d-36.5313753!4d174.9024663!16s%2Fg%2F11fhv_2q3p?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
North Shore Painting,+64 21 500 504,darren@northshorepainting.co.nz,"20 Gulf View Road, Murrays Bay, Auckland 0630, New Zealand",Auckland,New Zealand,Painting,4.9,4,"https://www.google.com/maps/place/North+Shore+Painting/@-36.7298952,174.7529697,17z/data=!3m1!4b1!4m6!3m5!1s0x46e3e0de92166227:0x1d2d925290c326d8!8m2!3d-36.7298952!4d174.7529697!16s%2Fg%2F11kbfvyszt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.northshorepainting.co.nz/,poor_seo,55,Meta desc too short; No HTTPS (insecure); 7 images missing alt; No schema markup; No canonical tag
Summit Painting,+64 27 216 7419,,"3/107 Pilkington Road, Panmure, Auckland 1072, New Zealand",Auckland,New Zealand,Painting,4.9,4,"https://www.google.com/maps/place/Summit+Painting/@-36.8891364,174.8577412,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d47dff18545db:0x320ff0c2086f6ebb!8m2!3d-36.8891364!4d174.8577412!16s%2Fg%2F11jr5j6jw6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://www.nocowboys.co.nz/businesses/summit-painting,poor_seo,43,Title too short; No meta description; No H1 heading; No schema markup; No canonical tag
Auckland City Painting,+64 22 599 8668,,"29A Ellice Road, Totara Vale, Auckland 0629, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Auckland+City+Painting/@-36.7674369,174.7269462,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d39fbb668b4c5:0x26307ca0c4b27ae5!8m2!3d-36.7674369!4d174.7269462!16s%2Fg%2F11srcln27v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",No,,no_website,,
Clearview Painting Ltd,+64 27 875 7641,,"72A Allum Street, Kohimarama, Auckland 1071, New Zealand",Auckland,New Zealand,Painter,4.4,4,"https://www.google.com/maps/place/Clearview+Painting+Ltd/@-36.8602429,174.8459803,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d49d31ba8a2f1:0x9859c355ed673c84!8m2!3d-36.8602429!4d174.8459803!16s%2Fg%2F11g2wmt1rt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://cvp.co.nz/,poor_seo,53,No meta description; No H1 heading; No schema markup; No canonical tag
Nz value painters limited,+64 27 396 8189,Nzvaluepainters@gmail.com,"5/150 Hutchinson Avenue, New Lynn, Auckland 0600, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Nz+value+painters+limited/@-36.9203967,174.6749007,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d4130b8730ae1:0xf4b3fd085a5627cb!8m2!3d-36.9203967!4d174.6749007!16s%2Fg%2F11xwbf4stz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://nzvaluepainters.co/,poor_seo,50,Title too long; Meta desc too short; No HTTPS (insecure); 4 images missing alt; No schema markup; No canonical tag
Auckland Painting Specialists,+64 210 225 2645,info@aklpaintingspecialists.co.nz,"29c Tasman Drive, Ōpaheke, Papakura 2113, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Auckland+Painting+Specialists/@-37.0743914,174.9524137,17z/data=!3m1!4b1!4m6!3m5!1s0x2e54193371641c4b:0x889ddc9a15a4cbbf!8m2!3d-37.0743914!4d174.9524137!16s%2Fg%2F11rrjs681l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://aklpaintingspecialists.co.nz/,poor_seo,33,No page title; No meta description; No H1 heading; No schema markup; No canonical tag
Smart Property NZ,+64 27 629 8258,,"16A Roland Hill, Glen Eden, Auckland 0602, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Smart+Property+NZ/@-36.9168712,174.6601433,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d47a16b5a115b:0x5ed9b9cd63719124!8m2!3d-36.9168712!4d174.6601433!16s%2Fg%2F11g4j61077?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.smartpropertynz.co.nz/,poor_seo,52,Title too long; Meta desc too long; No H1 heading; No HTTPS (insecure); 3 images missing alt
Basecoat Painting,+64 22 624 5238,hello@basecoat.co.nz,"33 Bright Street, Eden Terrace, Auckland 1021, New Zealand",Auckland,New Zealand,Painting,4.8,4,"https://www.google.com/maps/place/Basecoat+Painting/@-36.8664475,174.7527986,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d47e266482931:0x5a8fa3b65d882e95!8m2!3d-36.8664475!4d174.7527986!16s%2Fg%2F11nn18lx4f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.basecoat.co.nz/,poor_seo,57,Multiple H1s (3); No HTTPS (insecure); 6 images missing alt; No schema markup; No canonical tag
Twins Quality Painters Auckland,+64 27 909 1707,,"5 Manaaki Circle, Wai O Taiki Bay, Auckland 1072, New Zealand",Auckland,New Zealand,Painter,4.6,4,"https://www.google.com/maps/place/Twins+Quality+Painters+Auckland/@-36.8772416,174.8707297,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d4b73069738f1:0xd1eb6572b39419be!8m2!3d-36.8772416!4d174.8707297!16s%2Fg%2F11h2cm51_v?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://twinsqualitypainters.co.nz/,poor_seo,53,No meta description; No H1 heading; No schema markup; No canonical tag
Goodline Painters Ltd,+64 21 994 469,simon@goodline.co.nz,"26 Fulljames Avenue, Mount Roskill, Auckland 1041, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Goodline+Painters+Ltd/@-36.8984455,174.7526736,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d4790d294995d:0x4eb929d867172a43!8m2!3d-36.8984455!4d174.7526736!16s%2Fg%2F1td_ysnw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.goodline.co.nz/,poor_seo,45,Title too long; No meta description; No HTTPS (insecure); 13 images missing alt; No schema markup
Blue Sky Painter,+64 210 362 056,info@blueskypainter.co.nz,"Address 4, 35 Highgrove Lane, Glenfield, Auckland 0632, New Zealand",Auckland,New Zealand,Painter,4.8,4,"https://www.google.com/maps/place/Blue+Sky+Painter/@-36.757271,174.7317621,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d3912672d40c7:0x30d05acacccd6b0d!8m2!3d-36.757271!4d174.7317621!16s%2Fg%2F11fhnhqtzg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.blueskypainter.co.nz/,poor_seo,37,Title too long; No meta description; Multiple H1s (3); No HTTPS (insecure); 5 images missing alt; No schema markup
White Rose - House & commercial Painting Auckland,+64 20 4172 3197,,,Auckland,New Zealand,Painter,4.9,4,"https://www.google.com/maps/place/White+Rose+-+House+%26+commercial+Painting+Auckland/@-36.8328344,174.7265725,10z/data=!3m1!4b1!4m6!3m5!1s0x6d0d493a2a6e09e1:0xde27196c617676ac!8m2!3d-36.8328344!4d174.7265725!16s%2Fg%2F11flrkbmwx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://www.whiterosepainting.co.nz/,poor_seo,38,No meta description; No H1 heading; No HTTPS (insecure); No schema markup; No canonical tag
THT Auckland Painting Ltd,+64 210 268 3996,thtpaintingservices@gmail.com,"Armadale Road, Remuera, Auckland 1050, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/THT+Auckland+Painting+Ltd/@-36.8830904,174.7937101,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d48600dc5a99d:0x62c720c3a4cfaac0!8m2!3d-36.8830904!4d174.7937101!16s%2Fg%2F11f3wkwhl8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://thtpainting.co.nz/,poor_seo,49,No meta description; Multiple H1s (2); No HTTPS (insecure); 8 images missing alt
Restorative Painters,+64 27 550 7565,restorativepainters@gmail.com,"22 Margaret Avenue, Mount Albert, Auckland 1025, New Zealand",Auckland,New Zealand,Painter,5.0,5,"https://www.google.com/maps/place/Restorative+Painters/@-36.8768744,174.7181394,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d46e7d22a5d63:0xc9391619c4e8898b!8m2!3d-36.8768744!4d174.7181394!16s%2Fg%2F11cfdlsxx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,http://restorativepainters.co.nz/,poor_seo,59,Title too long; Meta desc too long; Multiple H1s (2); No HTTPS (insecure); 6 images missing alt
Auckland Unique Painters,+64 210 618 400,,,Auckland,New Zealand,Painter,4.9,4,"https://www.google.com/maps/place/Auckland+Unique+Painters/@-36.8328344,174.7265725,10z/data=!3m1!4b1!4m6!3m5!1s0x6d0d476f65806965:0x71cb9ba5b959ec40!8m2!3d-36.8328344!4d174.7265725!16s%2Fg%2F11m_k5mk6m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://uniquepainters.co.nz/,poor_seo,58,No meta description; No H1 heading; No schema markup
Kowhai Painters,+64 210 217 2468,,"11 Nixon Street, Grey Lynn, Auckland 1021, New Zealand",Auckland,New Zealand,Painter,4.8,4,"https://www.google.com/maps/place/Kowhai+Painters/@-36.861674,174.7519577,17z/data=!3m1!4b1!4m6!3m5!1s0x6d0d474e2e0e0ee5:0x9807639b9e78136b!8m2!3d-36.861674!4d174.7519577!16s%2Fg%2F11h6qcryhv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDMxMS4wIKXMDSoASAFQAw%3D%3D",Yes,https://kowhaipainters.co.nz/,poor_seo,53,No meta description; No H1 heading; No schema markup; No canonical tag
